t,u,v,w,p,q,r,e0,e1,e2,e3,Xe,Ye,h,throttle,elevator,aileron,rudder,Fx,Fy,Fz,Mx,My,Mz
16.6,20.0956,0.19588,2.874,0.0323512,0.278942,0.327568,-0.221419,-0.0898822,0.354371,0.904055,79.018,78.4391,85.1251,0.511952,-0.430396,-0.0189893,-0.0177999,12.0218,71.3877,-61.3285,0.0575527,0.0137894,0.0338558
16.61,20.0991,0.195881,2.87424,0.0323879,0.279192,0.327642,-0.22338,-0.0905988,0.354355,0.903508,78.8316,78.3614,85.1038,0.511952,-0.430396,-0.0189893,-0.0177999,12.0371,71.4147,-61.3938,0.0576163,0.0137942,0.0338348
16.62,20.1027,0.195881,2.87448,0.0324246,0.279443,0.327715,-0.22534,-0.091316,0.354337,0.902956,78.6455,78.283,85.0825,0.511952,-0.430396,-0.0189893,-0.0177999,12.0524,71.4417,-61.4592,0.0576798,0.0137989,0.0338137
16.63,20.1063,0.19588,2.87472,0.0324613,0.279694,0.327788,-0.227299,-0.0920339,0.354317,0.902399,78.4598,78.2037,85.0612,0.511952,-0.430396,-0.0189893,-0.0177999,12.0676,71.4687,-61.5247,0.0577433,0.0138036,0.0337924
16.64,20.1098,0.195878,2.87496,0.0324979,0.279945,0.327861,-0.229259,-0.0927524,0.354295,0.901838,78.2743,78.1236,85.0398,0.511952,-0.430396,-0.0189893,-0.0177999,12.0829,71.4956,-61.5903,0.0578067,0.0138082,0.0337712
16.65,20.1134,0.195876,2.87521,0.0325346,0.280196,0.327933,-0.231218,-0.0934714,0.354272,0.901273,78.0892,78.0427,85.0184,0.511952,-0.430396,-0.0189893,-0.0177999,12.0983,71.5225,-61.6559,0.0578702,0.0138127,0.0337498
16.66,20.117,0.195873,2.87545,0.0325712,0.280447,0.328005,-0.233176,-0.0941911,0.354247,0.900703,77.9043,77.961,84.9969,0.511952,-0.430396,-0.0189893,-0.0177999,12.1136,71.5493,-61.7216,0.0579336,0.0138172,0.0337284
16.67,20.1206,0.195869,2.87569,0.0326078,0.280699,0.328077,-0.235135,-0.0949114,0.354221,0.900128,77.7198,77.8785,84.9755,0.511952,-0.430396,-0.0189893,-0.0177999,12.1289,71.5761,-61.7873,0.057997,0.0138216,0.0337069
16.68,20.1242,0.195865,2.87594,0.0326444,0.28095,0.328149,-0.237093,-0.0956323,0.354192,0.899549,77.5357,77.7952,84.9539,0.511952,-0.430396,-0.0189893,-0.0177999,12.1443,71.6029,-61.8532,0.0580603,0.0138259,0.0336853
16.69,20.1278,0.195859,2.87618,0.032681,0.281202,0.32822,-0.239051,-0.0963539,0.354162,0.898966,77.3518,77.7111,84.9324,0.511952,-0.430396,-0.0189893,-0.0177999,12.1596,71.6296,-61.9191,0.0581236,0.0138302,0.0336637
16.7,20.1314,0.195853,2.87643,0.0327176,0.281454,0.328291,-0.241008,-0.097076,0.35413,0.898378,77.1683,77.6262,84.9108,0.511952,-0.430396,-0.0189893,-0.0177999,12.175,71.6563,-61.9851,0.0581869,0.0138343,0.033642
16.71,20.135,0.195847,2.87668,0.0327541,0.281706,0.328361,-0.242965,-0.0977986,0.354096,0.897786,76.9851,77.5405,84.8892,0.511952,-0.430396,-0.0189893,-0.0177999,12.1904,71.6829,-62.0511,0.0582502,0.0138384,0.0336202
16.72,20.1387,0.195839,2.87692,0.0327907,0.281958,0.328432,-0.244921,-0.0985219,0.354061,0.897189,76.8023,77.454,84.8676,0.511952,-0.430396,-0.0189893,-0.0177999,12.2058,71.7095,-62.1172,0.0583134,0.0138424,0.0335983
16.73,20.1423,0.195831,2.87717,0.0328272,0.282211,0.328502,-0.246878,-0.0992458,0.354023,0.896588,76.6198,77.3667,84.8459,0.511952,-0.430396,-0.0189893,-0.0177999,12.2211,71.7361,-62.1834,0.0583766,0.0138464,0.0335765
16.74,20.1459,0.195822,2.87742,0.0328637,0.282463,0.328571,-0.248833,-0.0999703,0.353984,0.895982,76.4376,77.2786,84.8242,0.511952,-0.430396,-0.0189893,-0.0177999,12.2366,71.7626,-62.2497,0.0584398,0.0138502,0.0335545
16.75,20.1496,0.195812,2.87767,0.0329002,0.282716,0.32864,-0.250788,-0.100695,0.353944,0.895371,76.2558,77.1897,84.8024,0.511952,-0.430396,-0.0189893,-0.0177999,12.252,71.7891,-62.316,0.0585029,0.013854,0.0335325
16.76,20.1532,0.195802,2.87792,0.0329367,0.282969,0.328709,-0.252743,-0.101421,0.353901,0.894756,76.0744,77.1001,84.7807,0.511952,-0.430396,-0.0189893,-0.0177999,12.2674,71.8155,-62.3824,0.058566,0.0138577,0.0335104
16.77,20.1569,0.195791,2.87817,0.0329731,0.283222,0.328778,-0.254698,-0.102147,0.353856,0.894137,75.8933,77.0096,84.7588,0.511952,-0.430396,-0.0189893,-0.0177999,12.2828,71.8419,-62.4488,0.058629,0.0138613,0.0334883
16.78,20.1605,0.195779,2.87843,0.0330096,0.283475,0.328847,-0.256652,-0.102874,0.35381,0.893513,75.7126,76.9183,84.737,0.511952,-0.430396,-0.0189893,-0.0177999,12.2982,71.8683,-62.5154,0.0586921,0.0138648,0.0334661
16.79,20.1642,0.195766,2.87868,0.033046,0.283728,0.328915,-0.258605,-0.103601,0.353762,0.892884,75.5322,76.8262,84.7151,0.511952,-0.430396,-0.0189893,-0.0177999,12.3137,71.8946,-62.582,0.0587551,0.0138682,0.0334439
16.8,20.1679,0.195753,2.87894,0.0330824,0.283981,0.328982,-0.260558,-0.104329,0.353712,0.892251,75.3522,76.7334,84.6932,0.511952,-0.430396,-0.0189893,-0.0177999,12.3291,71.9208,-62.6486,0.058818,0.0138716,0.0334216
16.81,20.1716,0.195739,2.87919,0.0331187,0.284235,0.32905,-0.26251,-0.105058,0.353661,0.891614,75.1726,76.6397,84.6713,0.511952,-0.430396,-0.0189893,-0.0177999,12.3446,71.9471,-62.7154,0.0588809,0.0138748,0.0333993
16.82,20.1752,0.195724,2.87945,0.0331551,0.284488,0.329117,-0.264462,-0.105787,0.353607,0.890972,74.9934,76.5453,84.6493,0.511952,-0.430396,-0.0189893,-0.0177999,12.36,71.9732,-62.7822,0.0589438,0.013878,0.0333769
16.83,20.1789,0.195708,2.8797,0.0331914,0.284742,0.329183,-0.266413,-0.106516,0.353552,0.890325,74.8145,76.4501,84.6273,0.511952,-0.430396,-0.0189893,-0.0177999,12.3755,71.9994,-62.849,0.0590066,0.0138811,0.0333545
16.84,20.1826,0.195692,2.87996,0.0332278,0.284996,0.32925,-0.268364,-0.107246,0.353495,0.889674,74.636,76.3541,84.6052,0.511952,-0.430396,-0.0189893,-0.0177999,12.3909,72.0255,-62.916,0.0590694,0.0138841,0.0333321
16.85,20.1863,0.195675,2.88022,0.0332641,0.28525,0.329316,-0.270315,-0.107977,0.353436,0.889019,74.4579,76.2573,84.5832,0.511952,-0.430396,-0.0189893,-0.0177999,12.4064,72.0515,-62.983,0.0591322,0.013887,0.0333096
16.86,20.19,0.195657,2.88048,0.0333003,0.285504,0.329382,-0.272264,-0.108708,0.353375,0.888359,74.2802,76.1597,84.561,0.511952,-0.430396,-0.0189893,-0.0177999,12.4219,72.0775,-63.0501,0.0591949,0.0138898,0.033287
16.87,20.1938,0.195639,2.88074,0.0333366,0.285758,0.329447,-0.274213,-0.10944,0.353312,0.887694,74.1029,76.0613,84.5389,0.511952,-0.430396,-0.0189893,-0.0177999,12.4374,72.1035,-63.1172,0.0592576,0.0138925,0.0332645
16.88,20.1975,0.19562,2.881,0.0333728,0.286012,0.329512,-0.276162,-0.110172,0.353248,0.887025,73.926,75.9621,84.5167,0.511952,-0.430396,-0.0189893,-0.0177999,12.4528,72.1294,-63.1844,0.0593202,0.0138951,0.0332419
16.89,20.2012,0.1956,2.88126,0.033409,0.286267,0.329577,-0.27811,-0.110905,0.353181,0.886351,73.7495,75.8622,84.4945,0.511952,-0.430396,-0.0189893,-0.0177999,12.4683,72.1553,-63.2517,0.0593828,0.0138976,0.0332192
16.9,20.2049,0.195579,2.88153,0.0334452,0.286521,0.329642,-0.280057,-0.111639,0.353113,0.885673,73.5734,75.7615,84.4723,0.511952,-0.430396,-0.0189893,-0.0177999,12.4838,72.1812,-63.3191,0.0594454,0.0139,0.0331965
16.91,20.2087,0.195558,2.88179,0.0334814,0.286776,0.329706,-0.282004,-0.112373,0.353043,0.88499,73.3977,75.66,84.45,0.511952,-0.430396,-0.0189893,-0.0177999,12.4993,72.207,-63.3865,0.0595079,0.0139023,0.0331739
16.92,20.2124,0.195536,2.88205,0.0335175,0.287031,0.32977,-0.28395,-0.113107,0.352971,0.884302,73.2224,75.5577,84.4277,0.511952,-0.430396,-0.0189893,-0.0177999,12.5148,72.2327,-63.454,0.0595704,0.0139045,0.0331511
16.93,20.2162,0.195513,2.88232,0.0335537,0.287286,0.329833,-0.285895,-0.113842,0.352898,0.88361,73.0476,75.4547,84.4053,0.511952,-0.430396,-0.0189893,-0.0177999,12.5302,72.2584,-63.5215,0.0596328,0.0139067,0.0331284
16.94,20.2199,0.19549,2.88259,0.0335898,0.287541,0.329897,-0.28784,-0.114577,0.352822,0.882914,72.8731,75.3509,84.3829,0.511952,-0.430396,-0.0189893,-0.0177999,12.5457,72.2841,-63.5891,0.0596952,0.0139087,0.0331056
16.95,20.2237,0.195465,2.88285,0.0336258,0.287796,0.329959,-0.289784,-0.115313,0.352744,0.882213,72.6991,75.2463,84.3605,0.511952,-0.430396,-0.0189893,-0.0177999,12.5612,72.3097,-63.6568,0.0597575,0.0139106,0.0330828
16.96,20.2275,0.19544,2.88312,0.0336619,0.288051,0.330022,-0.291727,-0.11605,0.352665,0.881507,72.5255,75.1409,84.3381,0.511952,-0.430396,-0.0189893,-0.0177999,12.5767,72.3353,-63.7246,0.0598198,0.0139124,0.03306
16.97,20.2313,0.195415,2.88339,0.0336979,0.288307,0.330084,-0.29367,-0.116787,0.352584,0.880797,72.3523,75.0348,84.3156,0.511952,-0.430396,-0.0189893,-0.0177999,12.5922,72.3609,-63.7924,0.0598821,0.0139141,0.0330372
16.98,20.235,0.195389,2.88366,0.0337339,0.288562,0.330146,-0.295612,-0.117524,0.352501,0.880082,72.1796,74.9279,84.2931,0.511952,-0.430396,-0.0189893,-0.0177999,12.6077,72.3864,-63.8603,0.0599443,0.0139157,0.0330143
16.99,20.2388,0.195362,2.88393,0.0337699,0.288818,0.330208,-0.297553,-0.118262,0.352416,0.879363,72.0073,74.8202,84.2705,0.511952,-0.430396,-0.0189893,-0.0177999,12.6232,72.4118,-63.9282,0.0600065,0.0139172,0.0329914
17,20.2426,0.195334,2.8842,0.0338058,0.289074,0.330269,-0.299493,-0.119001,0.352329,0.878639,71.8354,74.7118,84.2479,0.511952,-0.430396,-0.0189893,-0.0177999,12.6387,72.4372,-63.9962,0.0600686,0.0139185,0.0329686
17.01,20.2464,0.195305,2.88447,0.0338417,0.28933,0.33033,-0.301433,-0.11974,0.35224,0.877911,71.664,74.6025,84.2253,0.511952,-0.430396,-0.0189893,-0.0177999,12.6541,72.4626,-64.0643,0.0601307,0.0139198,0.0329457
17.02,20.2502,0.195276,2.88475,0.0338776,0.289586,0.33039,-0.303372,-0.120479,0.352149,0.877178,71.4931,74.4926,84.2027,0.511952,-0.430396,-0.0189893,-0.0177999,12.6696,72.4879,-64.1325,0.0601927,0.0139209,0.0329228
17.03,20.254,0.195247,2.88502,0.0339135,0.289842,0.330451,-0.30531,-0.121219,0.352057,0.87644,71.3226,74.3818,84.18,0.511952,-0.430396,-0.0189893,-0.0177999,12.6851,72.5132,-64.2007,0.0602546,0.013922,0.0328999
17.04,20.2579,0.195216,2.88529,0.0339493,0.290098,0.330511,-0.307247,-0.12196,0.351962,0.875698,71.1525,74.2703,84.1572,0.511952,-0.430396,-0.0189893,-0.0177999,12.7006,72.5384,-64.2689,0.0603166,0.0139229,0.0328769
17.05,20.2617,0.195185,2.88557,0.0339851,0.290354,0.33057,-0.309184,-0.122701,0.351866,0.874952,70.9829,74.1581,84.1345,0.511952,-0.430396,-0.0189893,-0.0177999,12.716,72.5636,-64.3373,0.0603784,0.0139237,0.032854
17.06,20.2655,0.195153,2.88585,0.0340209,0.290611,0.33063,-0.31112,-0.123442,0.351767,0.8742,70.8138,74.0451,84.1117,0.511952,-0.430396,-0.0189893,-0.0177999,12.7315,72.5887,-64.4057,0.0604403,0.0139244,0.0328311
17.07,20.2693,0.19512,2.88612,0.0340566,0.290867,0.330689,-0.313055,-0.124184,0.351667,0.873445,70.6451,73.9313,84.0889,0.511952,-0.430396,-0.0189893,-0.0177999,12.747,72.6138,-64.4742,0.060502,0.013925,0.0328082
17.08,20.2732,0.195087,2.8864,0.0340924,0.291124,0.330747,-0.314989,-0.124927,0.351565,0.872684,70.4769,73.8168,84.066,0.511952,-0.430396,-0.0189893,-0.0177999,12.7624,72.6389,-64.5427,0.0605638,0.0139255,0.0327853
17.09,20.277,0.195053,2.88668,0.034128,0.291381,0.330806,-0.316922,-0.125669,0.351461,0.871919,70.3092,73.7015,84.0431,0.511952,-0.430396,-0.0189893,-0.0177999,12.7779,72.6639,-64.6113,0.0606254,0.0139258,0.0327623
17.1,20.2809,0.195019,2.88696,0.0341637,0.291637,0.330864,-0.318854,-0.126413,0.351355,0.87115,70.1419,73.5854,84.0202,0.511952,-0.430396,-0.0189893,-0.0177999,12.7933,72.6889,-64.6799,0.0606871,0.0139261,0.0327394
17.11,20.2847,0.194983,2.88724,0.0341993,0.291894,0.330921,-0.320786,-0.127156,0.351247,0.870375,69.9752,73.4687,83.9972,0.511952,-0.430396,-0.0189893,-0.0177999,12.8088,72.7138,-64.7487,0.0607486,0.0139262,0.0327165
17.12,20.2886,0.194947,2.88752,0.0342349,0.292151,0.330979,-0.322716,-0.127901,0.351137,0.869597,69.8089,73.3511,83.9742,0.511952,-0.430396,-0.0189893,-0.0177999,12.8242,72.7387,-64.8174,0.0608102,0.0139262,0.0326936
17.13,20.2925,0.194911,2.8878,0.0342705,0.292409,0.331036,-0.324646,-0.128645,0.351025,0.868813,69.6431,73.2328,83.9512,0.511952,-0.430396,-0.0189893,-0.0177999,12.8396,72.7635,-64.8863,0.0608716,0.0139261,0.0326707
17.14,20.2964,0.194873,2.88809,0.034306,0.292666,0.331092,-0.326575,-0.12939,0.350911,0.868026,69.4778,73.1138,83.9282,0.511952,-0.430396,-0.0189893,-0.0177999,12.855,72.7883,-64.9552,0.060933,0.0139258,0.0326479
17.15,20.3002,0.194835,2.88837,0.0343415,0.292923,0.331149,-0.328502,-0.130136,0.350796,0.867233,69.313,72.994,83.9051,0.511952,-0.430396,-0.0189893,-0.0177999,12.8705,72.8131,-65.0242,0.0609944,0.0139254,0.032625
17.16,20.3041,0.194796,2.88866,0.034377,0.293181,0.331205,-0.330429,-0.130882,0.350678,0.866436,69.1487,72.8735,83.8819,0.511952,-0.430396,-0.0189893,-0.0177999,12.8859,72.8378,-65.0932,0.0610557,0.0139249,0.0326022
17.17,20.308,0.194757,2.88894,0.0344125,0.293438,0.33126,-0.332355,-0.131628,0.350558,0.865634,68.9849,72.7523,83.8588,0.511952,-0.430396,-0.0189893,-0.0177999,12.9013,72.8624,-65.1623,0.0611169,0.0139243,0.0325793
17.18,20.3119,0.194717,2.88923,0.0344479,0.293696,0.331316,-0.33428,-0.132375,0.350436,0.864828,68.8216,72.6303,83.8356,0.511952,-0.430396,-0.0189893,-0.0177999,12.9167,72.887,-65.2315,0.0611781,0.0139236,0.0325565
17.19,20.3158,0.194676,2.88952,0.0344832,0.293953,0.331371,-0.336204,-0.133122,0.350313,0.864017,68.6588,72.5075,83.8123,0.511952,-0.430396,-0.0189893,-0.0177999,12.932,72.9116,-65.3007,0.0612393,0.0139227,0.0325337
17.2,20.3197,0.194635,2.8898,0.0345186,0.294211,0.331426,-0.338127,-0.13387,0.350187,0.863202,68.4965,72.3841,83.7891,0.511952,-0.430396,-0.0189893,-0.0177999,12.9474,72.9361,-65.37,0.0613004,0.0139217,0.032511
17.21,20.3237,0.194593,2.89009,0.0345539,0.294469,0.33148,-0.340049,-0.134618,0.35006,0.862382,68.3348,72.2599,83.7658,0.511952,-0.430396,-0.0189893,-0.0177999,12.9628,72.9606,-65.4393,0.0613614,0.0139206,0.0324882
17.22,20.3276,0.19455,2.89038,0.0345892,0.294727,0.331534,-0.34197,-0.135366,0.34993,0.861557,68.1735,72.1349,83.7424,0.511952,-0.430396,-0.0189893,-0.0177999,12.9781,72.985,-65.5087,0.0614224,0.0139193,0.0324655
17.23,20.3315,0.194507,2.89067,0.0346244,0.294985,0.331588,-0.34389,-0.136115,0.349799,0.860728,68.0128,72.0093,83.719,0.511952,-0.430396,-0.0189893,-0.0177999,12.9935,73.0094,-65.5782,0.0614833,0.0139179,0.0324428
17.24,20.3354,0.194463,2.89096,0.0346596,0.295243,0.331641,-0.345809,-0.136865,0.349665,0.859895,67.8526,71.8829,83.6956,0.511952,-0.430396,-0.0189893,-0.0177999,13.0088,73.0338,-65.6477,0.0615441,0.0139164,0.0324202
17.25,20.3394,0.194418,2.89126,0.0346948,0.295501,0.331694,-0.347727,-0.137614,0.34953,0.859056,67.693,71.7557,83.6722,0.511952,-0.430396,-0.0189893,-0.0177999,13.0241,73.0581,-65.7173,0.0616049,0.0139148,0.0323975
17.26,20.3433,0.194373,2.89155,0.0347299,0.295759,0.331747,-0.349643,-0.138364,0.349392,0.858213,67.5338,71.6279,83.6487,0.511952,-0.430396,-0.0189893,-0.0177999,13.0394,73.0823,-65.787,0.0616657,0.013913,0.032375
17.27,20.3473,0.194327,2.89184,0.034765,0.296018,0.3318,-0.351559,-0.139115,0.349252,0.857366,67.3752,71.4993,83.6252,0.511952,-0.430396,-0.0189893,-0.0177999,13.0547,73.1065,-65.8567,0.0617263,0.0139111,0.0323524
17.28,20.3512,0.19428,2.89214,0.0348001,0.296276,0.331852,-0.353474,-0.139866,0.349111,0.856514,67.2172,71.37,83.6017,0.511952,-0.430396,-0.0189893,-0.0177999,13.07,73.1307,-65.9264,0.0617869,0.013909,0.0323299
17.29,20.3552,0.194233,2.89243,0.0348351,0.296535,0.331904,-0.355387,-0.140617,0.348967,0.855657,67.0597,71.24,83.5781,0.511952,-0.430396,-0.0189893,-0.0177999,13.0853,73.1548,-65.9962,0.0618475,0.0139068,0.0323074
17.3,20.3592,0.194185,2.89273,0.0348701,0.296793,0.331955,-0.357299,-0.141369,0.348822,0.854795,66.9027,71.1093,83.5545,0.511952,-0.430396,-0.0189893,-0.0177999,13.1006,73.1789,-66.0661,0.061908,0.0139045,0.032285
17.31,20.3631,0.194136,2.89303,0.034905,0.297052,0.332006,-0.359211,-0.142121,0.348674,0.85393,66.7463,70.9779,83.5308,0.511952,-0.430396,-0.0189893,-0.0177999,13.1158,73.2029,-66.1361,0.0619684,0.013902,0.0322626
17.32,20.3671,0.194087,2.89332,0.0349399,0.297311,0.332057,-0.361121,-0.142873,0.348525,0.853059,66.5905,70.8457,83.5071,0.511952,-0.430396,-0.0189893,-0.0177999,13.131,73.2269,-66.2061,0.0620288,0.0138995,0.0322402
17.33,20.3711,0.194037,2.89362,0.0349748,0.297569,0.332107,-0.36303,-0.143626,0.348373,0.852184,66.4352,70.7128,83.4834,0.511952,-0.430396,-0.0189893,-0.0177999,13.1463,73.2509,-66.2761,0.0620891,0.0138967,0.0322179
17.34,20.3751,0.193987,2.89392,0.0350097,0.297828,0.332158,-0.364937,-0.144379,0.34822,0.851304,66.2805,70.5793,83.4597,0.511952,-0.430396,-0.0189893,-0.0177999,13.1615,73.2748,-66.3462,0.0621494,0.0138939,0.0321957
17.35,20.3791,0.193936,2.89422,0.0350445,0.298087,0.332207,-0.366844,-0.145132,0.348064,0.85042,66.1263,70.445,83.4359,0.511952,-0.430396,-0.0189893,-0.0177999,13.1767,73.2986,-66.4164,0.0622096,0.0138908,0.0321734
17.36,20.3831,0.193884,2.89452,0.0350792,0.298346,0.332257,-0.368749,-0.145886,0.347906,0.849531,65.9727,70.31,83.4121,0.511952,-0.430396,-0.0189893,-0.0177999,13.1918,73.3224,-66.4866,0.0622697,0.0138877,0.0321513
17.37,20.3871,0.193832,2.89483,0.0351139,0.298605,0.332306,-0.370653,-0.14664,0.347746,0.848637,65.8197,70.1743,83.3882,0.511952,-0.430396,-0.0189893,-0.0177999,13.207,73.3462,-66.5569,0.0623297,0.0138844,0.0321292
17.38,20.3911,0.193779,2.89513,0.0351486,0.298864,0.332355,-0.372556,-0.147395,0.347585,0.847739,65.6673,70.0379,83.3643,0.511952,-0.430396,-0.0189893,-0.0177999,13.2221,73.3699,-66.6272,0.0623897,0.013881,0.0321071
17.39,20.3951,0.193725,2.89543,0.0351832,0.299123,0.332404,-0.374458,-0.14815,0.347421,0.846836,65.5154,69.9008,83.3404,0.511952,-0.430396,-0.0189893,-0.0177999,13.2373,73.3935,-66.6976,0.0624497,0.0138774,0.0320851
17.4,20.3991,0.193671,2.89574,0.0352178,0.299383,0.332452,-0.376358,-0.148905,0.347255,0.845929,65.3641,69.763,83.3165,0.511952,-0.430396,-0.0189893,-0.0177999,13.2524,73.4172,-66.7681,0.0625095,0.0138737,0.0320632
17.41,20.4031,0.193616,2.89604,0.0352524,0.299642,0.3325,-0.378257,-0.14966,0.347087,0.845017,65.2134,69.6245,83.2925,0.511952,-0.430396,-0.0189893,-0.0177999,13.2675,73.4407,-66.8386,0.0625693,0.0138698,0.0320413
17.42,20.4072,0.193561,2.89635,0.0352869,0.299901,0.332547,-0.380155,-0.150416,0.346917,0.844101,65.0633,69.4853,83.2684,0.511952,-0.430396,-0.0189893,-0.0177999,13.2826,73.4643,-66.9091,0.0626291,0.0138658,0.0320195
17.43,20.4112,0.193505,2.89666,0.0353214,0.300161,0.332595,-0.382051,-0.151172,0.346745,0.843179,64.9138,69.3455,83.2444,0.511952,-0.430396,-0.0189893,-0.0177999,13.2976,73.4878,-66.9798,0.0626887,0.0138616,0.0319977
17.44,20.4152,0.193448,2.89696,0.0353558,0.30042,0.332642,-0.383947,-0.151929,0.346571,0.842254,64.7649,69.2049,83.2203,0.511952,-0.430396,-0.0189893,-0.0177999,13.3127,73.5112,-67.0504,0.0627483,0.0138573,0.0319761
17.45,20.4193,0.193391,2.89727,0.0353902,0.300679,0.332688,-0.385841,-0.152685,0.346395,0.841323,64.6166,69.0637,83.1962,0.511952,-0.430396,-0.0189893,-0.0177999,13.3277,73.5346,-67.1211,0.0628079,0.0138529,0.0319544
17.46,20.4233,0.193333,2.89758,0.0354246,0.300939,0.332734,-0.387733,-0.153443,0.346217,0.840388,64.4689,68.9217,83.172,0.511952,-0.430396,-0.0189893,-0.0177999,13.3427,73.5579,-67.1919,0.0628673,0.0138483,0.0319329
17.47,20.4274,0.193274,2.89789,0.0354589,0.301199,0.33278,-0.389624,-0.1542,0.346036,0.839449,64.3218,68.7791,83.1478,0.511952,-0.430396,-0.0189893,-0.0177999,13.3577,73.5812,-67.2627,0.0629267,0.0138436,0.0319114
17.48,20.4314,0.193215,2.8982,0.0354931,0.301458,0.332826,-0.391514,-0.154958,0.345854,0.838505,64.1753,68.6358,83.1236,0.511952,-0.430396,-0.0189893,-0.0177999,13.3727,73.6045,-67.3336,0.0629861,0.0138387,0.03189
17.49,20.4355,0.193156,2.89851,0.0355274,0.301718,0.332871,-0.393403,-0.155715,0.345669,0.837556,64.0294,68.4919,83.0993,0.511952,-0.430396,-0.0189893,-0.0177999,13.3876,73.6277,-67.4046,0.0630453,0.0138336,0.0318686
17.5,20.4396,0.193095,2.89883,0.0355615,0.301978,0.332916,-0.39529,-0.156474,0.345483,0.836602,63.8841,68.3472,83.075,0.511952,-0.430396,-0.0189893,-0.0177999,13.4025,73.6509,-67.4755,0.0631045,0.0138285,0.0318474
17.51,20.4437,0.193035,2.89914,0.0355957,0.302237,0.332961,-0.397176,-0.157232,0.345294,0.835644,63.7395,68.2019,83.0507,0.511952,-0.430396,-0.0189893,-0.0177999,13.4174,73.674,-67.5466,0.0631637,0.0138231,0.0318262
17.52,20.4477,0.192973,2.89945,0.0356298,0.302497,0.333006,-0.39906,-0.157991,0.345103,0.834682,63.5955,68.0559,83.0263,0.511952,-0.430396,-0.0189893,-0.0177999,13.4323,73.6971,-67.6177,0.0632227,0.0138176,0.0318051
17.53,20.4518,0.192911,2.89977,0.0356638,0.302757,0.33305,-0.400943,-0.15875,0.34491,0.833715,63.4521,67.9092,83.0019,0.511952,-0.430396,-0.0189893,-0.0177999,13.4472,73.7201,-67.6888,0.0632817,0.013812,0.031784
17.54,20.4559,0.192849,2.90008,0.0356978,0.303017,0.333093,-0.402824,-0.159509,0.344715,0.832743,63.3093,67.7619,82.9775,0.511952,-0.430396,-0.0189893,-0.0177999,13.462,73.7431,-67.76,0.0633406,0.0138062,0.0317631
17.55,20.46,0.192786,2.9004,0.0357318,0.303277,0.333137,-0.404704,-0.160269,0.344518,0.831766,63.1672,67.6139,82.953,0.511952,-0.430396,-0.0189893,-0.0177999,13.4769,73.766,-67.8312,0.0633995,0.0138002,0.0317422
17.56,20.4641,0.192722,2.90072,0.0357657,0.303537,0.33318,-0.406583,-0.161029,0.344319,0.830785,63.0257,67.4653,82.9285,0.511952,-0.430396,-0.0189893,-0.0177999,13.4917,73.7889,-67.9025,0.0634582,0.0137941,0.0317214
17.57,20.4682,0.192658,2.90104,0.0357995,0.303797,0.333223,-0.40846,-0.161789,0.344118,0.8298,62.8849,67.316,82.9039,0.511952,-0.430396,-0.0189893,-0.0177999,13.5064,73.8118,-67.9738,0.0635169,0.0137879,0.0317007
17.58,20.4723,0.192593,2.90136,0.0358333,0.304057,0.333265,-0.410335,-0.162549,0.343914,0.82881,62.7447,67.166,82.8794,0.511952,-0.430396,-0.0189893,-0.0177999,13.5212,73.8346,-68.0452,0.0635756,0.0137815,0.0316801
17.59,20.4764,0.192527,2.90167,0.0358671,0.304317,0.333307,-0.412209,-0.16331,0.343709,0.827815,62.6051,67.0154,82.8548,0.511952,-0.430396,-0.0189893,-0.0177999,13.5359,73.8573,-68.1167,0.0636341,0.0137749,0.0316596
17.6,20.4806,0.192461,2.90199,0.0359008,0.304577,0.333349,-0.414082,-0.164071,0.343501,0.826816,62.4662,66.8641,82.8301,0.511952,-0.430396,-0.0189893,-0.0177999,13.5506,73.8801,-68.1882,0.0636926,0.0137682,0.0316392
17.61,20.4847,0.192395,2.90232,0.0359345,0.304837,0.333391,-0.415953,-0.164832,0.343292,0.825812,62.328,66.7122,82.8054,0.511952,-0.430396,-0.0189893,-0.0177999,13.5653,73.9027,-68.2597,0.063751,0.0137613,0.0316188
17.62,20.4888,0.192328,2.90264,0.0359681,0.305097,0.333432,-0.417822,-0.165593,0.34308,0.824803,62.1904,66.5597,82.7807,0.511952,-0.430396,-0.0189893,-0.0177999,13.58,73.9253,-68.3313,0.0638094,0.0137543,0.0315986
17.63,20.4929,0.19226,2.90296,0.0360017,0.305357,0.333473,-0.41969,-0.166355,0.342866,0.82379,62.0535,66.4065,82.756,0.511952,-0.430396,-0.0189893,-0.0177999,13.5946,73.9479,-68.4029,0.0638676,0.0137471,0.0315784
17.64,20.4971,0.192192,2.90328,0.0360352,0.305617,0.333513,-0.421556,-0.167116,0.342649,0.822772,61.9172,66.2526,82.7312,0.511952,-0.430396,-0.0189893,-0.0177999,13.6092,73.9704,-68.4746,0.0639258,0.0137398,0.0315584
17.65,20.5012,0.192123,2.90361,0.0360687,0.305877,0.333554,-0.423421,-0.167878,0.342431,0.82175,61.7816,66.0981,82.7064,0.511952,-0.430396,-0.0189893,-0.0177999,13.6238,73.9929,-68.5463,0.063984,0.0137323,0.0315384
17.66,20.5054,0.192054,2.90393,0.0361022,0.306138,0.333594,-0.425284,-0.16864,0.342211,0.820723,61.6467,65.943,82.6815,0.511952,-0.430396,-0.0189893,-0.0177999,13.6384,74.0154,-68.6181,0.064042,0.0137246,0.0315186
